Unnamed: 0,code,name,description,material,size,fragm,cultlayer,execorg,survyear,artifact_id,group_key,image_file,image_path,image_exists,object_type,material_group,integrity,part_zone,split
8015,Нц-33-2987,Тарелка,Тарелки фаянсовой с синей росписью профиля фр-т,Фаянс,D22 см,Фрагмент,"Дерн со щепой, заполнение ямы/ гориз.6",,,Нц-33-2987,Нц-33-2987,Нц-33-2987_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-2987_orig.jpg,True,тарелка,faience,fragment,unknown,train_inner
8019,Нц-33-2991,Тарелка,Тарелки белоглиняной с пестрой бело-коричневой поливой внутри и снаружи стенки фр-т,Керамика,,Фрагмент,"Дерн со щепой, заполнение ямы/ гориз.6",,,Нц-33-2991,Нц-33-2991,Нц-33-2991_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-2991_orig.jpg,True,тарелка,ceramic,fragment,wall,train_inner
8045,Нц-33-3732,Тарелка,Тарелки белоглиняной с красно-зеленой росписью внутри донца фр-т,Керамика,D12 см,Фрагмент,Дерн со щепой/ гориз.7,,,Нц-33-3732,Нц-33-3732,Нц-33-3732_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-3732_orig.jpg,True,тарелка,ceramic,fragment,base,train_inner
8061,Нц-33-4316,Тарелка,Тарелки фаянсовой с синей монохромной росписью снаружи и внутри венчика фр-т,Фаянс,,Фрагмент,Серая супесь/ гориз.5,,,Нц-33-4316,Нц-33-4316,Нц-33-4316_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-4316_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
8115,Нц-33-4872,Тарелка,Тарелки белоглиняной с синей росписью профиля фр-т,Керамика,D22 см,Фрагмент,Дерн со щепой/ гориз.7,,,Нц-33-4872,Нц-33-4872,Нц-33-4872_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-4872_orig.jpg,True,тарелка,ceramic,fragment,unknown,train_inner
8131,Нц-33-5144,Тарелка,Тарелки красноглиняной с зеленой поливой внутри и растительным орнаментом по краю профиля фр-т,Керамика,D14 см,Фрагмент,Серая супесь/ гориз.5,,,Нц-33-5144,Нц-33-5144,Нц-33-5144_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5144_orig.jpg,True,тарелка,ceramic,fragment,unknown,train_inner
8154,Нц-33-5293,Тарелка,Тарелки красноглиняной с желтой росписью по коричневой поливе венчика фр-т,Керамика,D22 см,Фрагмент,Серая супесь/ гориз.5,,,Нц-33-5293,Нц-33-5293,Нц-33-5293_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5293_orig.jpg,True,тарелка,ceramic,fragment,rim,train_inner
8170,Нц-33-5519,Тарелка,Тарелки красноглиняной со следами белой поливы снаружи и внутри профиля фр-т,Керамика,D14 см,Фрагмент,Серая супесь/ гориз.5,,,Нц-33-5519,Нц-33-5519,Нц-33-5519_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5519_orig.jpg,True,тарелка,ceramic,fragment,unknown,train_inner
8171,Нц-33-5520,Тарелка,Тарелки красноглиняной с белой поливой снаружи и внутри с полихромной росписью профиля фр-т,Керамика,D15 см,Фрагмент,Серая супесь/ гориз.5,,,Нц-33-5520,Нц-33-5520,Нц-33-5520_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5520_orig.jpg,True,тарелка,ceramic,fragment,unknown,train_inner
8188,Нц-33-5574,Тарелка,Тарелки белоглиняной с желтой поливой внутри и зеленой поливой снаружи края фр-т,Керамика,D25 см,Фрагмент,Мешаная желтая супесь с гумусом/ гориз.3,,,Нц-33-5574,Нц-33-5574,Нц-33-5574_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5574_orig.jpg,True,тарелка,ceramic,fragment,rim,train_inner
8197,Нц-33-5599,Тарелка,Тарелки красноглиняной с голубой росписью по белой поливе внутри сектор,Керамика,D30 см,Фрагмент,Слой строительного мусора/ гориз.1,,,Нц-33-5599,Нц-33-5599,Нц-33-5599_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5599_orig.jpg,True,тарелка,ceramic,fragment,unknown,train_inner
8256,Нц-33-5749,Блюдце,Блюдца фарфорового края фр-т,Фарфор,D12 см,Фрагмент,Мешаная желтая супесь/ гориз.2,,,Нц-33-5749,Нц-33-5749,Нц-33-5749_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5749_orig.jpg,True,блюдце,porcelain,fragment,rim,train_inner
8258,Нц-33-5758,Тарелка,Тарелки фаянсовой с полихромной росписью внутри края фр-т,Фаянс,D25 см,Фрагмент,Слой строительного мусора/ гориз.1,,,Нц-33-5758,Нц-33-5758,Нц-33-5758_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5758_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
8266,Нц-33-5772,Тарелка,Тарелки фаянсовой с полихромной росписью внутри придонной части фр-т,Фаянс,D11 см,Фрагмент,Мешаная желтая супесь/ гориз.2,,,Нц-33-5772,Нц-33-5772,Нц-33-5772_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5772_orig.jpg,True,тарелка,faience,fragment,unknown,train_inner
8283,Нц-33-5829,Крышка,Сосуда красноглиняного с коричневой поливой снаружи и внутри крышки фр-т,Керамика,D25 см,Фрагмент,"Серая мешаная супесь с гумусом, дерном и щепой/ гориз.6",,,Нц-33-5829,Нц-33-5829,Нц-33-5829_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5829_orig.jpg,True,крышка,ceramic,fragment,lid,train_inner
8288,Нц-33-5841,Тарелка,Тарелки красноглиняной венчика фр-т,Керамика,D32 см,Фрагмент,Серая супесь переотложенная/ гориз.4,,,Нц-33-5841,Нц-33-5841,Нц-33-5841_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-33-5841_orig.jpg,True,тарелка,ceramic,fragment,rim,train_inner
8311,Нц-34-079,Изразец,Изразца стенового с белой поливой фрагмент,Керамика,"13,8х10,3х0,8 см",Фрагмент,Шлак/ гориз. 1,,,Нц-34-079,Нц-34-079,Нц-34-079_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-34-079_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8312,Нц-34-081,Изразец,Изразца стенового с белой поливой фрагмент,Керамика,"9,8х8,9х0,8 см",Фрагмент,Перемешанная супесь со строительным мусором/ гориз. 1,,,Нц-34-081,Нц-34-081,Нц-34-081_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-34-081_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8318,Нц-34-099,Изразец,Изразца настенного орнаментированного  фрагмент,Керамика,"18,5х6,7х5,0 см",Фрагмент,Битый кирпич/ гориз. 2,,,Нц-34-099,Нц-34-099,Нц-34-099_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-34-099_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8337,Нц-34-137,Тарелка,Тарелки красноглиняной с зеленой поливой внутри придонной части фрагмент,Керамика,D11 см,Фрагмент,Перемешанная супесь со строительным мусором/ гориз. 3,,,Нц-34-137,Нц-34-137,Нц-34-137_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-34-137_orig.jpg,True,тарелка,ceramic,fragment,unknown,train_inner
8367,Нц-35-033,Тарелка,Тарелки фаянсовой с клеймом на донце придонной части фр-т,Фаянс, ,Фрагмент,Строительный мусор/ гориз. 2,,,Нц-35-033,Нц-35-033,Нц-35-033_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-35-033_orig.jpg,True,тарелка,faience,fragment,base,train_inner
8411,Нц-35-123,Изразец,Изразца красноглиняного с белой глазурью румпы фр-т,Керамика,8+ х 18 х 5.4 см,Фрагмент,Переотложенная темно-серая гумусированная  супесь / гориз. 3,,,Нц-35-123,Нц-35-123,Нц-35-123_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-35-123_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8413,Нц-35-151,Тарелка,Сосуда (тарелки?) фарфорового донной части фр-т,Фарфор,D9 см,Фрагмент,Строительный мусор/ гориз. 2,,,Нц-35-151,Нц-35-151,Нц-35-151_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-35-151_orig.jpg,True,тарелка,porcelain,fragment,unknown,train_inner
8431,Нц-35-180,Изразец,Изразца красноглиняного румпы фр-т,Керамика,7+ х 1.7+ х 4+ см,Фрагмент,Строительный мусор/ гориз. 2,,,Нц-35-180,Нц-35-180,Нц-35-180_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-35-180_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8438,Нц-35-190,Блюдце,Блюдце фарфоровое с клеймом на донце,Фарфор,D14.5 см,Целый,Переотложенная серая гумусированная супесь с фрагментами дерева/ гориз. 4,,,Нц-35-190,Нц-35-190,Нц-35-190_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-35-190_orig.jpg,True,блюдце,porcelain,whole,base,train_inner
8627,Нц-36-397,Тарелка,Тарелки красноглиняной с коричневой поливой снаружи и изнутри профиля фр-т,Глина,"D19,D10 см",Фрагмент,Древесная щепа/ гориз.3,,,Нц-36-397,Нц-36-397,Нц-36-397_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-36-397_orig.jpg,True,тарелка,clay,fragment,unknown,train_inner
8628,Нц-36-401,Тарелка,Тарелки фаянсовой донца фр-т,Фаянс,D11 см,Фрагмент,Древесная щепа/ гориз.1,,,Нц-36-401,Нц-36-401,Нц-36-401_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-36-401_orig.jpg,True,тарелка,faience,fragment,base,train_inner
8633,Нц-36-469,Тарелка,Тарелки фаянсовой донца фр-т,Фаянс,D15 см,Фрагмент,Древесная щепа/ гориз.3,,,Нц-36-469,Нц-36-469,Нц-36-469_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-36-469_orig.jpg,True,тарелка,faience,fragment,base,train_inner
8637,Нц-36-503,Тарелка,Тарелки фаянсовой c синей цветочной росписью венчика фр-т,Фаянс,D23 см,Фрагмент,Древесная щепа/ гориз.1,,,Нц-36-503,Нц-36-503,Нц-36-503_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-36-503_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
8642,Нц-36-532,Тарелка,Тарелки фаянса коричневого венчика фр-т,Фаянс,,Фрагмент,Древесная щепа/ гориз.3,,,Нц-36-532,Нц-36-532,Нц-36-532_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-36-532_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
8667,Нц-36-704,Тарелка,Тарелки белоглиняной венчика фр-т,Глина,D18 см,Фрагмент,Древесная щепа/ гориз.3,,,Нц-36-704,Нц-36-704,Нц-36-704_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-36-704_orig.jpg,True,тарелка,clay,fragment,rim,train_inner
8695,Нц-37-0071,Тарелка,Тарелки красноглиняной с зеленовато-коричневой поливой внутри края фр-т,Керамика,D30 см,Фрагмент,Строительный мусор/ гориз.1.2,,,Нц-37-0071,Нц-37-0071,Нц-37-0071_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-0071_orig.jpg,True,тарелка,ceramic,fragment,rim,train_inner
8749,Нц-37-0344,Изразец,Изразца красноглиняного с белой поливой фр-т,Керамика,18.5+ х 8.5+ х 5.4 см,Фрагмент,Строительный мусор/ гориз.1.1,,,Нц-37-0344,Нц-37-0344,Нц-37-0344_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-0344_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8762,Нц-37-0466,Изразец,Изразца белоглиняного с белой поливой фр-т,Керамика,19+ х 6.5+ х 6.2+ см,Фрагмент,Строительный мусор/ гориз.1.1,,,Нц-37-0466,Нц-37-0466,Нц-37-0466_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-0466_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8770,Нц-37-0585,Изразец,Изразца красноглиняного с белой поливой фр-т,Керамика,18.3 х 6.9 х 5.6 см,Фрагмент,Строительный мусор/ гориз.1.1,,,Нц-37-0585,Нц-37-0585,Нц-37-0585_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-0585_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8772,Нц-37-0587,Изразец,Изразца красноглиняного с белой поливой фр-т,Керамика,11+ х 6.7+ х 4.8+ см,Фрагмент,Строительный мусор/ гориз.1.1,,,Нц-37-0587,Нц-37-0587,Нц-37-0587_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-0587_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8773,Нц-37-0588,Изразец,Изразца красноглиняного с белой поливой фр-т,Керамика,,Фрагмент,Строительный мусор/ гориз.1.1,,,Нц-37-0588,Нц-37-0588,Нц-37-0588_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-0588_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8774,Нц-37-0589,Изразец,Изразца красноглиняного с белой поливой фр-т,Керамика,,Фрагмент,Строительный мусор/ гориз.1.1,,,Нц-37-0589,Нц-37-0589,Нц-37-0589_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-0589_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8783,Нц-37-0653,Изразец,Изразца красноглиняного с белой поливой фр-т,Керамика,12.5+ 9 х 5.8 см,Фрагмент,Строительный мусор/ гориз.1.1,,,Нц-37-0653,Нц-37-0653,Нц-37-0653_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-0653_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8785,Нц-37-0655,Изразец,Изразец красноглиняный с белой поливой фрагментированный,Керамика,28 х 18.4 х 5.3 см,Фрагмент,Строительный мусор/ гориз.1.1,,,Нц-37-0655,Нц-37-0655,Нц-37-0655_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-0655_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8876,Нц-37-1369,Изразец,Изразца красноглиняного горшковидного румпы фр-т,Керамика,,Фрагмент,Серая супесь/ гориз.3.2,,,Нц-37-1369,Нц-37-1369,Нц-37-1369_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-1369_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8891,Нц-37-1527,Изразец,Изразца красноглиняного с серой поливой орнаментированного фр-т,Керамика,,Фрагмент,Серая супесь/ гориз.3.2,,,Нц-37-1527,Нц-37-1527,Нц-37-1527_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-37-1527_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8918,Нц-38-09,Изразец,Изразца красноглиняного румпы фр-т,Керамика,D9 см,Фрагмент,Супесь желтая/ гориз.2,,,Нц-38-09,Нц-38-09,Нц-38-09_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-38-09_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
8978,Нц-40-067,Тарелка,Тарелки красноглиняной с бело-зеленой росписью по коричневой поливе внутри края фр-т,Керамика,D27 см,Фрагмент,Техноген/ гориз.1,,,Нц-40-067,Нц-40-067,Нц-40-067_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-40-067_orig.jpg,True,тарелка,ceramic,fragment,rim,train_inner
9034,Нц-40-358,Изразец,Изразца белоглиняного румпы фр-т,Керамика,,Фрагмент,Техноген/ гориз.1,,,Нц-40-358,Нц-40-358,Нц-40-358_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-40-358_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
9119,Нц-41-0162,Изразец,Изразца красноглиняного румпы фр-т,Керамика,,Фрагмент,Техноген/ гориз.1,,,Нц-41-0162,Нц-41-0162,Нц-41-0162_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-41-0162_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
9183,Нц-41-0331,Изразец,Изразца сероглиняного с антропоморфным рисунком снаружи стенки фр-т,Керамика,,Фрагмент,Гориз.2,,,Нц-41-0331,Нц-41-0331,Нц-41-0331_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-41-0331_orig.jpg,True,изразец,ceramic,fragment,wall,train_inner
9261,Нц-41-0527,Изразец,Изразца красноглиняного с темно-красной поливой и растительным орнаментом фр-т,Керамика,"8,6+ х 10,7 см",Фрагмент,Гориз.5,,,Нц-41-0527,Нц-41-0527,Нц-41-0527_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-41-0527_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
9283,Нц-41-0620,Изразец,Изразца красноглиняного с темно-серой поливой и рельефным растительным орнаментом снаружи фр-т,Керамика,,Фрагмент,Гориз.4,,,Нц-41-0620,Нц-41-0620,Нц-41-0620_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-41-0620_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
9321,Нц-41-0782,Изразец,Изразца красноглиняного с темно-коричневой поливой и геометрическим орнаментом фр-т,Керамика,,Фрагмент,Темно-серая супесь/ гориз.6,,,Нц-41-0782,Нц-41-0782,Нц-41-0782_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-41-0782_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
9354,Нц-41-0964,Изразец,Изразца красноглиняного румпы фр-т,Керамика,,Фрагмент,Темно-серая супесь/ гориз.5,,,Нц-41-0964,Нц-41-0964,Нц-41-0964_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-41-0964_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
9406,Нц-41-1213,Тарелка,Тарелки красноглиняной с желтьой поливой и геометрическим рисунком внутри венчика фр-т,Керамика,D35 см,Фрагмент,Гориз.3,,,Нц-41-1213,Нц-41-1213,Нц-41-1213_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-41-1213_orig.jpg,True,тарелка,ceramic,fragment,rim,train_inner
9496,Нц-43-06,Тарелка,Тарелки фаянсовой фр-т,Фаянс,,Фрагмент,Строительный мусор,,,Нц-43-06,Нц-43-06,Нц-43-06_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-43-06_orig.jpg,True,тарелка,faience,fragment,unknown,train_inner
9542,Нц-44-0086,Изразец,Изразца красноглиняного глазурованного фр-т,Керамика,12+ х 10.5 х 5.3+ см,Фрагмент,Строительный мусор/ гориз.3,,,Нц-44-0086,Нц-44-0086,Нц-44-0086_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-44-0086_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
9739,Нц-44-0498,Изразец,Изразца красноглиняного фр-т,Керамика,7.3+ х 5+ х 1.7 см,Фрагмент,Щепа,,,Нц-44-0498,Нц-44-0498,Нц-44-0498_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-44-0498_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
9741,Нц-44-0500,Изразец,Изразца красноглиняного с рельефным орнаментом и черной поливой снаружи фр-т,Керамика,6.6+ х 4.5+ х 0.9 см,Фрагмент,Супесь серо-желтая с дерном,,,Нц-44-0500,Нц-44-0500,Нц-44-0500_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-44-0500_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
9858,Нц-44-0870,Изразец,Изразец красноглиняный с белой поливой снаружи,Керамика,29.5 х 13.7 х 7 см,Целый,Щепа/ гориз.3,,,Нц-44-0870,Нц-44-0870,Нц-44-0870_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-44-0870_orig.jpg,True,изразец,ceramic,whole,unknown,train_inner
9950,Нц-44-1035,Тарелка,Тарелки фаянсовой края с рельефным орнаментом по краю фр-т,Фаянс,D23 см,Фрагмент,Щепа/ гориз.3,,,Нц-44-1035,Нц-44-1035,Нц-44-1035_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-44-1035_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
9969,Нц-44-1075,Тарелка,Тарелки фаянсовой венчика фр-т,Фаянс,D32 см,Фрагмент,Щепа/ гориз.3,,,Нц-44-1075,Нц-44-1075,Нц-44-1075_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-44-1075_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
9970,Нц-44-1077,Тарелка,Тарелки фаянсовой венчика фр-т,Фаянс,D25 см,Фрагмент,Щепа/ гориз.3,,,Нц-44-1077,Нц-44-1077,Нц-44-1077_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-44-1077_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
10055,Нц-44-1771,Тарелка,Тарелки фаянсовой венчика фр-т,Фаянс,D26 см,Фрагмент,Щепа/ гориз.3,,,Нц-44-1771,Нц-44-1771,Нц-44-1771_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-44-1771_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
10088,Нц-44-1814,Миска,Миски красноглиняной с желто-коричневой поливой внутри профиля фр-т,Керамика,D23; D12 см,Фрагмент,Щепа/ гориз.3,,,Нц-44-1814,Нц-44-1814,Нц-44-1814_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-44-1814_orig.jpg,True,миска,ceramic,fragment,unknown,train_inner
10109,Нц-45-0012,Тарелка,Тарелки белоглиняной с белой поливой венчика фр-ты,Керамика,D29 см,Фрагмент,Шлак/ гориз.6,,,Нц-45-0012,Нц-45-0012,Нц-45-0012_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-45-0012_orig.jpg,True,тарелка,ceramic,fragment,rim,train_inner
10114,Нц-45-0019,Тарелка,Тарелки белоглиняной с белой поливой венчика фр-т,Керамика,D19 см,Фрагмент,Шлак/ гориз.6,,,Нц-45-0019,Нц-45-0019,Нц-45-0019_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-45-0019_orig.jpg,True,тарелка,ceramic,fragment,rim,train_inner
10115,Нц-45-0020,Тарелка,Тарелки фаянсовой с белой поливой  профиля фр-т,Фаянс,D63 см,Фрагмент,Шлак/ гориз.6,,,Нц-45-0020,Нц-45-0020,Нц-45-0020_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-45-0020_orig.jpg,True,тарелка,faience,fragment,unknown,train_inner
10116,Нц-45-0021,Тарелка,Тарелки фаянсовой с полихромной росписью внутри венчика фр-т,Фаянс,D25 см,Фрагмент,Шлак/ гориз.6,,,Нц-45-0021,Нц-45-0021,Нц-45-0021_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-45-0021_orig.jpg,True,тарелка,faience,fragment,rim,train_inner
10123,Нц-45-0035,Изразец,Изразца красноглиняного с белой поливой  румпы фр-т,Керамика,"9,7+ x 7,9+ x 3,4+ см",Фрагмент,Строительный мусор/ гориз.1,,,Нц-45-0035,Нц-45-0035,Нц-45-0035_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-45-0035_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
10131,Нц-45-0046,Изразец,Изразца красноглиняного фр-т,Керамика,"4+ x 4+ x 3,5+ см",Фрагмент,Строительный мусор/ гориз.1,,,Нц-45-0046,Нц-45-0046,Нц-45-0046_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-45-0046_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
10159,Нц-45-0121,Тарелка,Тарелки фарфоровой стенки фр-т,Фарфор,,Фрагмент,Шлак/ гориз.6,,,Нц-45-0121,Нц-45-0121,Нц-45-0121_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-45-0121_orig.jpg,True,тарелка,porcelain,fragment,wall,train_inner
10164,Нц-45-0160,Изразец,Изразца красноглиняного румпы фр-т,Керамика,,Фрагмент,Шлак/ гориз.6,,,Нц-45-0160,Нц-45-0160,Нц-45-0160_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-45-0160_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
10168,Нц-45-0198,Изразец,Изразца красноглиняного со следами белой поливы  румпы фр-т,Керамика,"10,9+ x 3,6+ x 2+ см",Фрагмент,Шлак/ гориз.6,,,Нц-45-0198,Нц-45-0198,Нц-45-0198_orig.jpg,/Users/artemvardanan/Downloads/DL_project1/data/raw/cu_data/cu_data/dataset/Нц-45-0198_orig.jpg,True,изразец,ceramic,fragment,unknown,train_inner
